EBELN,EBELP,MATNR,MAKTX,LIFNR,PROGRAM,CRITICALITY,MENGE,MEINS,NETPR,NETWR,WAERS,EINDT,BEDAT,ACTUAL_DELIVERY,DELAY_DAYS,PAD_ANOMALY,STATUS
45104200,00010,NSN-2996-701334,Solar array wing,100016,Moon-Base,Routine,14,EA,252258.34,3531616.83,USD,2026-04-09,2026-02-09,2026-04-09,0,,Delivered
45104201,00010,NSN-6536-722886,Cryo valve assembly,100079,Moon-Base,Routine,31,SET,488626.15,15147410.62,USD,2026-04-05,2026-03-02,2026-04-05,0,,Delivered
45104202,00010,NSN-3017-484398,Titanium thrust bracket,100111,EGS-Ground,Routine,22,LOT,510177.42,11223903.14,USD,2026-07-03,2026-05-17,2026-07-03,0,,Open
45104203,00010,NSN-4291-319899,Ablative TPS tile,100072,Moon-Base,Essential,27,EA,1506614.67,40678596.22,USD,2026-06-09,2026-01-27,2026-06-09,0,,Open
45104204,00010,NSN-5609-618934,Flight computer module,100055,SR1-Freedom,Essential,28,EA,1266847.28,35471723.75,USD,2026-03-01,2025-11-03,2026-03-01,0,,Delivered
45104205,00010,NSN-4878-846722,Mobile launcher umbilical,100015,EGS-Ground,Essential,10,EA,1468713.76,14687137.64,USD,2026-05-11,2025-12-24,2026-05-11,0,,Delivered
45104206,00010,NSN-8933-920685,Power distribution unit,100099,Gateway,Critical,29,EA,5241739.05,152010432.48,USD,2026-09-24,2026-01-19,2026-09-24,0,,Open
45104207,00010,NSN-7563-393212,Connector backshell,100038,Moon-Base,Essential,8,EA,2181626.63,17453013.04,USD,2026-07-06,2026-04-19,2026-10-18,104,,Open-Late
45104208,00010,NSN-6640-193624,Ground command toolkit,100050,SR1-Freedom,Essential,24,LOT,1094823.52,26275764.47,USD,2026-04-17,2025-11-20,2026-04-17,0,,Delivered
45104209,00010,NSN-1841-711868,Heat-pipe radiator panel,100076,Moon-Base,Essential,13,EA,93833.69,1219837.91,USD,2026-05-01,2025-12-10,2026-08-30,121,,Open-Late
45104210,00010,NSN-6724-468154,Ablative TPS tile,100043,Artemis-3,Routine,19,LOT,148201.08,2815820.53,USD,2026-01-15,2026-01-02,2026-01-15,0,,Delivered
45104211,00010,NSN-7698-479867,Connector backshell,100079,Gateway,Critical,22,LOT,4999667.84,109992692.49,USD,2027-04-19,2026-05-16,2027-04-19,0,,Open
45104212,00010,NSN-9767-874568,Ablative TPS tile,100003,SR1-Freedom,Routine,28,SET,726368.53,20338318.91,USD,2026-03-25,2026-02-20,2026-03-25,0,,Delivered
45104213,00010,NSN-1013-837520,Flight computer module,100072,Moon-Base,Essential,27,LOT,1266981.86,34208510.14,USD,2026-03-29,2026-01-15,2026-03-29,0,,Delivered
45104214,00010,NSN-7698-479867,Connector backshell,100097,Gateway,Critical,1,LOT,3947567.34,3947567.34,USD,2026-11-20,2025-12-17,2026-11-20,0,,Open
45104215,00010,NSN-4163-135695,Power distribution unit,100053,Moon-Base,Critical,4,EA,8688098.79,34752395.15,USD,2026-05-31,2025-12-15,2026-08-04,65,,Open-Late
45104216,00010,NSN-6218-384218,Space-grade DC-DC converter,100071,Artemis-3,Critical,21,EA,4875058.97,102376238.28,USD,2027-01-05,2026-04-15,2027-03-31,85,,Open-Late
45104217,00010,NSN-3831-471136,Ground command toolkit,100087,Moon-Base,Critical,15,LOT,305195.59,4577933.86,USD,2026-08-12,2026-01-09,2026-08-12,0,,Open
45104218,00010,NSN-4657-797860,Connector backshell,100111,Artemis-3,Essential,5,EA,350834.14,1754170.7,USD,2026-08-09,2026-03-21,2026-08-09,0,,Open
45104219,00010,NSN-6527-950941,Telemetry decoder,100064,EGS-Ground,Routine,35,EA,373278.62,13064751.72,USD,2026-01-12,2025-12-29,2026-04-04,82,X,Delivered
45104220,00010,NSN-7518-332881,Solar array wing,100006,Gateway,Routine,36,EA,725391.4,26114090.42,USD,2025-12-30,2025-11-20,2025-12-30,0,,Delivered
45104221,00010,NSN-3293-888996,Combustion chamber liner,100022,Moon-Base,Critical,3,EA,2070411.46,6211234.37,USD,2026-09-23,2025-11-11,2026-09-23,0,,Open
45104222,00010,NSN-2871-380901,Cryo valve assembly,100087,Gateway,Routine,16,SET,403658.19,6458530.98,USD,2026-05-25,2026-03-31,2026-05-25,0,,Delivered
45104223,00010,NSN-8075-201255,Turbopump impeller,100084,EGS-Ground,Routine,12,LOT,782164.81,9385977.76,USD,2026-07-02,2026-05-21,2026-09-30,90,,Open-Late
45104224,00010,NSN-2397-649262,Connector backshell,100066,Gateway,Routine,11,EA,35818.24,394000.65,USD,2026-04-17,2026-03-17,2026-04-17,0,,Delivered
45104225,00010,NSN-8167-865416,Li-ion battery module,100067,Gateway,Routine,20,LOT,81352.67,1627053.49,USD,2026-01-03,2025-12-12,2026-01-03,0,,Delivered
45104226,00010,NSN-7802-882351,Titanium thrust bracket,100098,Gateway,Critical,29,EA,6591696.83,191159208.21,USD,2027-03-10,2026-01-19,2027-03-10,0,,Open
45104227,00010,NSN-2044-667451,Rad-hard memory array,100094,Gateway,Routine,1,EA,125901.67,125901.67,USD,2026-02-26,2026-02-17,2026-02-26,0,,Delivered
45104228,00010,NSN-3171-829987,Cryo valve assembly,100023,Gateway,Routine,26,SET,694837.22,18065767.72,USD,2026-02-22,2026-01-20,2026-02-22,0,,Delivered
45104229,00010,NSN-7802-882351,Titanium thrust bracket,100039,Gateway,Critical,18,EA,6408979.56,115361632.14,USD,2027-06-25,2026-05-06,2027-08-28,64,,Open-Late
45104230,00010,NSN-7311-112940,Connector backshell,100097,Moon-Base,Essential,32,EA,1508356.2,48267398.33,USD,2026-05-08,2026-03-03,2026-05-08,0,,Delivered
45104231,00010,NSN-2036-892682,RAD-hard FPGA board,100066,SR1-Freedom,Routine,6,EA,258429.37,1550576.2,USD,2026-04-22,2026-03-24,2026-04-22,0,,Delivered
45104232,00010,NSN-8474-457411,MLI blanket set,100034,EGS-Ground,Essential,40,LOT,2172428.41,86897136.35,USD,2026-06-05,2026-02-23,2026-07-29,54,,Open-Late
45104233,00010,NSN-3018-909652,Inertial measurement unit,100119,SR1-Freedom,Routine,17,EA,468446.39,7963588.61,USD,2026-01-22,2026-01-07,2026-01-22,0,,Delivered
45104234,00010,NSN-4170-433222,Cryo valve assembly,100031,Moon-Base,Essential,6,EA,1472173.4,8833040.39,USD,2026-08-27,2026-04-26,2026-08-27,0,,Open
45104235,00010,NSN-3365-944917,Power distribution unit,100025,EGS-Ground,Essential,40,EA,394815.89,15792635.53,USD,2026-05-10,2025-12-11,2026-06-03,24,,Delivered
45104236,00010,NSN-2631-873637,Flight computer module,100106,Moon-Base,Critical,1,EA,2959744.99,2959744.99,USD,2026-10-06,2026-05-05,2026-10-06,0,,Open
45104237,00010,NSN-9841-338161,Cryo transfer line,100049,Artemis-3,Routine,27,EA,144345.47,3897327.7,USD,2026-04-19,2026-03-20,2026-04-19,0,,Delivered
45104238,00010,NSN-8793-600641,Telemetry decoder,100020,SR1-Freedom,Routine,35,EA,801305.6,28045695.91,USD,2025-12-11,2025-11-16,2025-12-11,0,,Delivered
45104239,00010,NSN-4657-797860,Connector backshell,100085,Artemis-3,Essential,9,EA,307356.98,2766212.83,USD,2026-04-28,2025-12-08,2026-04-28,0,,Delivered
45104240,00010,NSN-9196-685864,Heat-pipe radiator panel,100028,SR1-Freedom,Routine,30,SET,383053.94,11491618.12,USD,2025-12-25,2025-11-23,2025-12-25,0,,Delivered
45104241,00010,NSN-6129-703727,Turbopump impeller,100086,Gateway,Essential,25,EA,54630.04,1365751.06,USD,2026-08-20,2026-03-22,2026-08-20,0,,Open
45104242,00010,NSN-2681-523037,Flight computer module,100064,EGS-Ground,Essential,34,EA,2949441.35,100281005.91,USD,2026-02-06,2025-12-23,2026-02-06,0,,Delivered
45104243,00010,NSN-3234-883028,Ablative TPS tile,100041,Artemis-3,Essential,38,EA,1716880.51,65241459.3,USD,2026-05-07,2026-01-07,2026-05-07,0,,Delivered
45104244,00010,NSN-3960-223264,Solar array wing,100050,SR1-Freedom,Routine,26,SET,427708.0,11120408.01,USD,2026-05-01,2026-03-16,2026-05-01,0,,Delivered
45104245,00010,NSN-6042-414870,Cryo valve assembly,100064,Artemis-3,Essential,25,LOT,873471.83,21836795.68,USD,2026-04-08,2026-02-21,2026-04-08,0,,Delivered
45104246,00010,NSN-9317-908320,Combustion chamber liner,100073,EGS-Ground,Essential,9,SET,369731.71,3327585.37,USD,2026-07-16,2026-05-23,2026-07-16,0,,Open
45104247,00010,NSN-5400-490532,Cryo transfer line,100081,SR1-Freedom,Critical,17,EA,7621815.93,129570870.84,USD,2027-02-28,2026-05-29,2027-02-28,0,,Open
45104248,00010,NSN-2226-720647,Ground command toolkit,100021,Artemis-3,Essential,30,SET,2630936.02,78928080.56,USD,2025-12-27,2025-10-10,2025-12-27,0,,Delivered
45104249,00010,NSN-4096-105735,Power distribution unit,100024,SR1-Freedom,Routine,17,EA,281903.57,4792360.73,USD,2026-05-07,2026-04-23,2026-05-07,0,,Delivered
45104250,00010,NSN-3339-989894,Flight computer module,100087,Moon-Base,Essential,33,EA,1819641.81,60048179.62,USD,2026-03-13,2026-01-19,2026-03-13,0,,Delivered
45104251,00010,NSN-5408-291663,Ablative TPS tile,100017,Moon-Base,Routine,4,EA,514319.2,2057276.8,USD,2026-01-26,2025-12-03,2026-01-26,0,,Delivered
45104252,00010,NSN-6336-341238,Ablative TPS tile,100044,Gateway,Routine,2,SET,610305.92,1220611.84,USD,2026-05-07,2026-04-24,2026-05-07,0,,Delivered
45104253,00010,NSN-2226-720647,Ground command toolkit,100040,Artemis-3,Essential,36,SET,2650861.94,95431029.8,USD,2026-03-09,2025-12-21,2026-03-25,16,,Delivered
45104254,00010,NSN-7286-543588,Composite interstage panel,100106,Gateway,Critical,12,EA,2310718.37,27728620.41,USD,2027-04-30,2026-03-31,2027-04-30,0,,Open
45104255,00010,NSN-5301-189211,Flight software license,100052,Gateway,Essential,14,SET,1597067.04,22358938.53,USD,2026-02-03,2025-11-17,2026-02-03,0,,Delivered
45104256,00010,NSN-7163-540226,Heat-pipe radiator panel,100099,Artemis-3,Essential,18,LOT,1748973.27,31481518.93,USD,2026-03-21,2025-11-02,2026-03-21,0,,Delivered
45104257,00010,NSN-8046-573489,MLI blanket set,100021,Gateway,Routine,33,EA,334444.21,11036658.89,USD,2026-05-05,2026-03-07,2026-05-05,0,,Delivered
45104258,00010,NSN-2204-184714,Cryo transfer line,100088,EGS-Ground,Essential,24,LOT,1618121.41,38834913.83,USD,2026-01-08,2025-11-08,2026-01-23,15,,Delivered
45104259,00010,NSN-7221-917012,Titanium thrust bracket,100074,SR1-Freedom,Essential,27,SET,2364520.57,63842055.27,USD,2026-03-20,2026-01-01,2026-06-21,93,X,Open-Late
45104260,00010,NSN-6620-779445,Flight computer module,100044,EGS-Ground,Critical,40,LOT,1418392.62,56735704.63,USD,2026-09-28,2026-03-08,2026-09-28,0,,Open
45104261,00010,NSN-9368-477617,Mobile launcher umbilical,100040,Artemis-3,Critical,33,LOT,5232727.73,172680014.95,USD,2027-06-13,2026-04-29,2027-07-27,44,,Open-Late
45104262,00010,NSN-1013-837520,Flight computer module,100072,Moon-Base,Essential,31,LOT,1018093.57,31560900.52,USD,2026-06-18,2026-04-06,2026-06-18,0,,Open
45104263,00010,NSN-8046-573489,MLI blanket set,100021,Gateway,Routine,28,EA,377949.8,10582594.5,USD,2025-12-18,2025-10-20,2026-03-29,101,,Delivered
45104264,00010,NSN-5009-876513,Flight computer module,100013,SR1-Freedom,Critical,26,EA,1241972.47,32291284.11,USD,2027-01-28,2026-02-18,2027-01-28,0,,Open
45104265,00010,NSN-8032-787326,MLI blanket set,100105,SR1-Freedom,Critical,30,EA,1186831.72,35604951.52,USD,2026-04-15,2025-10-29,2026-06-16,62,,Open-Late
45104266,00010,NSN-3002-530764,Connector backshell,100036,Artemis-3,Essential,16,LOT,867887.37,13886197.93,USD,2025-12-19,2025-10-22,2025-12-19,0,,Delivered
45104267,00010,NSN-3339-989894,Flight computer module,100022,Moon-Base,Essential,27,EA,1781142.23,48090840.1,USD,2026-03-11,2026-01-17,2026-03-11,0,,Delivered
45104268,00010,NSN-3466-106687,MLI blanket set,100020,SR1-Freedom,Routine,13,EA,726734.79,9447552.25,USD,2026-02-21,2026-01-11,2026-04-19,57,,Delivered
45104269,00010,NSN-7302-994787,MLI blanket set,100053,EGS-Ground,Essential,10,EA,704592.65,7045926.5,USD,2026-04-25,2025-12-04,2026-04-25,0,,Delivered
45104270,00010,NSN-2790-699121,RAD-hard FPGA board,100017,EGS-Ground,Routine,4,EA,746351.37,2985405.48,USD,2026-04-28,2026-03-22,2026-04-28,0,,Delivered
45104271,00010,NSN-2234-285751,Al-Li dome gore,100018,EGS-Ground,Routine,30,LOT,409498.13,12284943.85,USD,2026-05-29,2026-04-04,2026-10-27,151,X,Open-Late
45104272,00010,NSN-3589-432918,Titanium thrust bracket,100075,Moon-Base,Critical,36,EA,6734324.37,242435677.32,USD,2027-03-01,2026-02-02,2027-11-13,257,X,Open-Late
45104273,00010,NSN-4271-940181,Titanium thrust bracket,100022,Artemis-3,Essential,6,EA,1467904.05,8807424.28,USD,2026-05-25,2026-03-28,2026-05-25,0,,Delivered
45104274,00010,NSN-2678-208214,Turbopump impeller,100103,Moon-Base,Essential,12,LOT,188460.63,2261527.59,USD,2026-02-19,2025-12-01,2026-02-19,0,,Delivered
45104275,00010,NSN-2376-710610,Space-grade DC-DC converter,100097,Gateway,Essential,15,EA,2196070.68,32941060.17,USD,2025-11-24,2025-10-05,2025-11-24,0,,Delivered
45104276,00010,NSN-8938-636256,Ground command toolkit,100089,Gateway,Essential,21,EA,1324790.51,27820600.66,USD,2026-01-01,2025-10-21,2026-01-01,0,,Delivered
45104277,00010,NSN-6724-468154,Ablative TPS tile,100114,Artemis-3,Routine,29,LOT,138799.13,4025174.89,USD,2026-03-11,2026-02-26,2026-03-11,0,,Delivered
45104278,00010,NSN-6336-341238,Ablative TPS tile,100029,Gateway,Routine,3,SET,647705.77,1943117.31,USD,2025-11-20,2025-11-07,2025-11-20,0,,Delivered
45104279,00010,NSN-2204-593869,Ablative TPS tile,100100,EGS-Ground,Essential,22,SET,1067745.9,23490409.75,USD,2026-08-13,2026-03-10,2026-08-13,0,,Open
45104280,00010,NSN-6977-867934,Inertial measurement unit,100018,Moon-Base,Critical,3,LOT,1389848.33,4169544.99,USD,2026-09-14,2025-12-17,2026-12-27,104,,Open-Late
45104281,00010,NSN-4072-226611,Ablative TPS tile,100090,Artemis-3,Routine,35,SET,89951.77,3148312.08,USD,2026-03-15,2026-02-07,2026-04-29,45,,Delivered
45104282,00010,NSN-2871-380901,Cryo valve assembly,100036,Gateway,Routine,26,SET,509437.97,13245387.21,USD,2026-06-11,2026-04-17,2026-06-11,0,,Open
45104283,00010,NSN-2678-208214,Turbopump impeller,100097,Moon-Base,Essential,16,LOT,176116.66,2817866.61,USD,2025-12-21,2025-10-02,2025-12-21,0,,Delivered
45104284,00010,NSN-8474-457411,MLI blanket set,100024,EGS-Ground,Essential,30,LOT,2330873.79,69926213.74,USD,2026-07-09,2026-03-29,2027-01-23,198,X,Open-Late
45104285,00010,NSN-2789-745584,Al-Li dome gore,100051,EGS-Ground,Routine,17,EA,190267.77,3234552.15,USD,2025-12-09,2025-11-29,2025-12-09,0,,Delivered
45104286,00010,NSN-4113-877493,Heat-pipe radiator panel,100103,Moon-Base,Critical,7,EA,2958185.51,20707298.6,USD,2027-04-20,2026-04-20,2027-08-09,111,,Open-Late
45104287,00010,NSN-2013-572407,Al-Li dome gore,100014,Moon-Base,Critical,12,SET,282051.99,3384623.83,USD,2026-10-18,2025-12-27,2026-10-18,0,,Open
45104288,00010,NSN-2226-720647,Ground command toolkit,100110,Artemis-3,Essential,14,SET,2469159.52,34568233.35,USD,2026-08-10,2026-05-24,2026-08-10,0,,Open
45104289,00010,NSN-5914-992717,Li-ion battery module,100057,SR1-Freedom,Critical,35,EA,8214502.25,287507578.81,USD,2026-08-01,2026-01-04,2026-08-19,18,,Open-Late
45104290,00010,NSN-8722-742865,Li-ion battery module,100009,Gateway,Essential,3,EA,2030058.28,6090174.84,USD,2026-06-20,2025-12-30,2026-06-20,0,,Open
45104291,00010,NSN-5252-270757,RAD-hard FPGA board,100030,Moon-Base,Essential,2,EA,1018632.5,2037265.0,USD,2026-08-18,2026-04-14,2026-08-18,0,,Open
45104292,00010,NSN-7642-714549,Telemetry decoder,100084,Artemis-3,Critical,38,LOT,5946495.42,225966825.8,USD,2026-02-26,2025-10-22,2026-02-26,0,,Delivered
45104293,00010,NSN-5831-121053,Flight computer module,100091,Gateway,Essential,5,EA,415073.37,2075366.83,USD,2026-04-06,2026-02-02,2026-04-06,0,,Delivered
45104294,00010,NSN-2595-657101,Inertial measurement unit,100003,Artemis-3,Essential,34,EA,2015833.85,68538351.05,USD,2026-06-26,2026-03-04,2026-06-26,0,,Open
45104295,00010,NSN-4757-359414,Power distribution unit,100038,Moon-Base,Routine,23,EA,26299.7,604893.11,USD,2026-04-14,2026-03-30,2026-04-14,0,,Delivered
45104296,00010,NSN-4096-105735,Power distribution unit,100105,SR1-Freedom,Routine,10,EA,335965.07,3359650.74,USD,2026-04-22,2026-04-08,2026-04-22,0,,Delivered
45104297,00010,NSN-6363-250255,Li-ion battery module,100002,Moon-Base,Routine,32,SET,559219.12,17895011.73,USD,2026-06-26,2026-05-07,2026-06-26,0,,Open
45104298,00010,NSN-7677-218327,Ablative TPS tile,100033,EGS-Ground,Routine,26,EA,123209.85,3203456.19,USD,2025-12-22,2025-11-16,2025-12-22,0,,Delivered
45104299,00010,NSN-6911-407835,Connector backshell,100054,SR1-Freedom,Critical,10,EA,808071.69,8080716.91,USD,2027-04-12,2026-03-17,2027-04-12,0,,Open
45104300,00010,NSN-3938-991737,RAD-hard FPGA board,100052,Gateway,Essential,2,EA,2624494.35,5248988.69,USD,2026-07-03,2026-04-13,2026-11-04,124,,Open-Late
45104301,00010,NSN-3093-802667,Connector backshell,100015,Gateway,Routine,36,EA,441963.02,15910668.64,USD,2026-03-09,2026-01-20,2026-03-09,0,,Delivered
45104302,00010,NSN-8673-178957,Cryo valve assembly,100046,Artemis-3,Critical,39,SET,808780.37,31542434.57,USD,2027-01-05,2026-05-15,2027-01-05,0,,Open
45104303,00010,NSN-3658-289630,Titanium thrust bracket,100075,Artemis-3,Routine,18,EA,468497.13,8432948.29,USD,2026-05-14,2026-05-05,2026-05-14,0,,Delivered
45104304,00010,NSN-6363-250255,Li-ion battery module,100006,Moon-Base,Routine,4,SET,620393.24,2481572.95,USD,2026-07-01,2026-05-12,2026-07-01,0,,Open
45104305,00010,NSN-8933-920685,Power distribution unit,100067,Gateway,Critical,2,EA,5048047.51,10096095.02,USD,2026-09-02,2025-12-28,2026-09-02,0,,Open
45104306,00010,NSN-9686-200331,Combustion chamber liner,100059,Moon-Base,Essential,30,EA,634093.19,19022795.66,USD,2026-10-20,2026-04-29,2026-10-20,0,,Open
45104307,00010,NSN-3250-310026,Titanium thrust bracket,100085,Moon-Base,Essential,38,SET,2353083.98,89417191.27,USD,2026-07-08,2026-01-27,2026-08-31,54,,Open-Late
45104308,00010,NSN-1496-622230,Ground command toolkit,100013,Gateway,Routine,37,SET,212594.06,7865980.38,USD,2026-02-11,2025-12-25,2026-02-11,0,,Delivered
45104309,00010,NSN-3539-489439,Mobile launcher umbilical,100039,EGS-Ground,Routine,28,EA,284944.79,7978454.21,USD,2025-11-15,2025-10-08,2025-11-15,0,,Delivered
45104310,00010,NSN-3776-806765,Ablative TPS tile,100049,Artemis-3,Critical,37,EA,5568442.5,206032372.58,USD,2026-11-22,2026-03-25,2027-02-10,80,,Open-Late
45104311,00010,NSN-2600-546157,Rad-hard memory array,100047,EGS-Ground,Critical,8,SET,7596804.82,60774438.55,USD,2026-11-21,2025-11-22,2026-12-26,35,,Open-Late
45104312,00010,NSN-8240-726680,Titanium thrust bracket,100071,SR1-Freedom,Essential,30,EA,2072310.98,62169329.3,USD,2026-07-21,2026-04-23,2026-10-01,72,,Open-Late
45104313,00010,NSN-9706-627778,Flight computer module,100087,EGS-Ground,Routine,3,EA,430146.35,1290439.05,USD,2025-12-01,2025-10-13,2025-12-01,0,,Delivered
45104314,00010,NSN-4963-490559,RAD-hard FPGA board,100112,EGS-Ground,Essential,34,EA,952737.65,32393080.25,USD,2026-04-15,2026-01-15,2026-04-15,0,,Delivered
45104315,00010,NSN-9948-632056,RAD-hard FPGA board,100016,Moon-Base,Essential,8,SET,2113403.79,16907230.32,USD,2026-07-19,2026-02-03,2026-07-19,0,,Open
45104316,00010,NSN-6641-427252,MLI blanket set,100063,Moon-Base,Critical,29,EA,600328.87,17409537.28,USD,2027-01-15,2026-03-05,2027-05-10,115,,Open-Late
45104317,00010,NSN-2608-307007,Li-ion battery module,100083,Moon-Base,Routine,36,LOT,77725.91,2798132.92,USD,2026-01-16,2025-12-18,2026-01-16,0,,Delivered
45104318,00010,NSN-7672-404704,MLI blanket set,100046,Artemis-3,Routine,38,SET,127866.23,4858916.6,USD,2026-02-09,2026-01-29,2026-02-09,0,,Delivered
45104319,00010,NSN-1422-238205,Turbopump impeller,100031,Artemis-3,Critical,6,SET,389075.88,2334455.27,USD,2026-11-02,2026-03-06,2027-02-04,94,,Open-Late
45104320,00010,NSN-1665-186243,Solar array wing,100015,EGS-Ground,Essential,10,SET,1713788.97,17137889.69,USD,2026-05-29,2026-01-06,2026-05-29,0,,Delivered
45104321,00010,NSN-2974-907812,Ground command toolkit,100074,EGS-Ground,Critical,37,LOT,301414.54,11152338.0,USD,2026-03-23,2025-11-18,2026-04-27,35,,Delivered
45104322,00010,NSN-2029-216242,Pad water deluge nozzle,100101,EGS-Ground,Routine,16,EA,165854.71,2653675.38,USD,2026-05-31,2026-04-14,2026-05-31,0,,Delivered
45104323,00010,NSN-8418-385353,Mobile launcher umbilical,100067,Moon-Base,Routine,9,LOT,39767.59,357908.31,USD,2026-03-08,2026-02-09,2026-03-08,0,,Delivered
45104324,00010,NSN-3831-471136,Ground command toolkit,100087,Moon-Base,Critical,16,LOT,297097.06,4753553.01,USD,2026-07-27,2025-12-24,2026-07-27,0,,Open
45104325,00010,NSN-6129-703727,Turbopump impeller,100086,Gateway,Essential,9,EA,64557.01,581013.09,USD,2026-08-01,2026-03-03,2026-08-01,0,,Open
45104326,00010,NSN-4056-567429,Space-grade DC-DC converter,100091,Artemis-3,Critical,31,EA,4406113.07,136589505.25,USD,2027-01-18,2026-02-07,2027-02-15,28,,Open-Late
45104327,00010,NSN-6869-991401,Cryo transfer line,100037,Moon-Base,Critical,24,EA,3554079.85,85297916.3,USD,2026-11-29,2025-11-01,2026-11-29,0,,Open
45104328,00010,NSN-3303-600646,Titanium thrust bracket,100017,Moon-Base,Essential,38,EA,1173913.29,44608705.18,USD,2026-01-11,2025-11-26,2026-04-08,87,,Delivered
45104329,00010,NSN-5719-559398,Al-Li dome gore,100055,EGS-Ground,Routine,16,EA,709735.73,11355771.71,USD,2026-03-03,2026-02-23,2026-03-03,0,,Delivered
45104330,00010,NSN-4783-725329,Power distribution unit,100047,Gateway,Critical,4,LOT,1079713.67,4318854.7,USD,2026-05-02,2025-12-20,2026-07-07,66,,Open-Late
45104331,00010,NSN-6640-193624,Ground command toolkit,100099,SR1-Freedom,Essential,37,LOT,1126355.95,41675170.12,USD,2026-03-18,2025-10-21,2026-03-18,0,,Delivered
45104332,00010,NSN-2681-523037,Flight computer module,100064,EGS-Ground,Essential,14,EA,2375841.38,33261779.29,USD,2026-01-31,2025-12-17,2026-01-31,0,,Delivered
45104333,00010,NSN-2029-216242,Pad water deluge nozzle,100101,EGS-Ground,Routine,5,EA,217779.27,1088896.37,USD,2026-05-12,2026-03-26,2026-05-12,0,,Delivered
45104334,00010,NSN-6224-705526,Ablative TPS tile,100085,EGS-Ground,Essential,30,EA,639266.68,19178000.49,USD,2026-02-23,2025-11-10,2026-04-03,39,,Delivered
45104335,00010,NSN-7703-817956,Mobile launcher umbilical,100011,EGS-Ground,Essential,25,EA,86980.79,2174519.71,USD,2026-08-18,2026-03-01,2026-08-18,0,,Open
45104336,00010,NSN-2544-139569,Titanium thrust bracket,100023,EGS-Ground,Essential,40,EA,651261.78,26050471.13,USD,2026-02-23,2025-12-05,2026-02-23,0,,Delivered
45104337,00010,NSN-8972-414608,Space-grade DC-DC converter,100032,Moon-Base,Essential,30,EA,152272.03,4568160.8,USD,2025-11-28,2025-10-02,2025-11-28,0,,Delivered
45104338,00010,NSN-6316-115799,Flight software license,100073,SR1-Freedom,Critical,18,LOT,8868884.88,159639927.83,USD,2026-08-16,2025-11-28,2026-08-16,0,,Open
45104339,00010,NSN-4963-490559,RAD-hard FPGA board,100102,EGS-Ground,Essential,7,EA,878821.4,6151749.82,USD,2026-01-14,2025-10-16,2026-01-14,0,,Delivered
45104340,00010,NSN-8155-242371,Pad water deluge nozzle,100099,EGS-Ground,Critical,38,LOT,8334619.89,316715555.74,USD,2026-12-28,2026-01-30,2027-01-26,29,,Open-Late
45104341,00010,NSN-1265-373441,Composite interstage panel,100014,Moon-Base,Essential,1,SET,888044.14,888044.14,USD,2026-03-28,2025-10-28,2026-03-28,0,,Delivered
45104342,00010,NSN-6898-574379,Li-ion battery module,100016,Artemis-3,Essential,40,LOT,1452148.73,58085949.27,USD,2026-07-01,2026-05-17,2026-07-01,0,,Open
45104343,00010,NSN-2578-649857,Combustion chamber liner,100097,Artemis-3,Critical,38,EA,5804405.04,220567391.69,USD,2026-07-08,2025-12-02,2026-11-14,129,,Open-Late
45104344,00010,NSN-8912-633025,Flight software license,100014,SR1-Freedom,Routine,33,LOT,294572.24,9720883.98,USD,2026-07-08,2026-05-16,2026-07-08,0,,Open
45104345,00010,NSN-2595-657101,Inertial measurement unit,100004,Artemis-3,Essential,13,EA,2256666.44,29336663.71,USD,2026-04-09,2025-12-16,2026-04-09,0,,Delivered
45104346,00010,NSN-9511-201836,Ablative TPS tile,100059,EGS-Ground,Critical,19,LOT,5096808.25,96839356.72,USD,2026-12-28,2026-05-04,2026-12-28,0,,Open
45104347,00010,NSN-8474-457411,MLI blanket set,100106,EGS-Ground,Essential,22,LOT,1835949.03,40390878.76,USD,2026-08-31,2026-05-21,2026-08-31,0,,Open
45104348,00010,NSN-2901-971699,Combustion chamber liner,100015,Gateway,Routine,15,LOT,657647.27,9864709.03,USD,2026-01-22,2025-12-27,2026-01-22,0,,Delivered
45104349,00010,NSN-2752-242071,Pad water deluge nozzle,100115,Gateway,Essential,10,EA,2337408.52,23374085.16,USD,2026-07-27,2026-03-19,2026-11-26,122,X,Open-Late
45104350,00010,NSN-7204-468292,Pad water deluge nozzle,100089,Moon-Base,Essential,19,EA,496830.87,9439786.57,USD,2026-05-14,2025-11-28,2026-07-07,54,,Open-Late
45104351,00010,NSN-4913-989173,Inertial measurement unit,100021,Moon-Base,Routine,17,LOT,123338.11,2096747.83,USD,2026-02-13,2026-01-29,2026-02-13,0,,Delivered
45104352,00010,NSN-9633-799539,Mobile launcher umbilical,100101,SR1-Freedom,Essential,16,EA,473834.18,7581346.92,USD,2026-10-19,2026-05-26,2026-10-19,0,,Open
45104353,00010,NSN-8496-358771,Rad-hard memory array,100073,Gateway,Essential,23,LOT,1415833.78,32564176.87,USD,2026-03-19,2025-10-28,2026-03-19,0,,Delivered
45104354,00010,NSN-6021-567576,Solar array wing,100094,Artemis-3,Essential,12,EA,1253830.94,15045971.27,USD,2025-12-27,2025-10-01,2025-12-27,0,,Delivered
45104355,00010,NSN-8444-634160,Composite interstage panel,100108,Moon-Base,Essential,22,EA,1181578.18,25994719.95,USD,2026-06-03,2026-01-11,2026-08-12,70,,Open-Late
